Year,Red List Index
1993.0,0.80334
1994.0,0.80253
1995.0,0.80059
1996.0,0.79803
1997.0,0.79508
1998.0,0.79008
1999.0,0.78552
2000.0,0.78113
2001.0,0.77716
2002.0,0.77305
2003.0,0.76937
2004.0,0.766
2005.0,0.76209
2006.0,0.75888
2007.0,0.75509
2008.0,0.75143
2009.0,0.74799
2010.0,0.74425
2011.0,0.74097
2012.0,0.73701
2013.0,0.73357
2014.0,0.72944
2015.0,0.72562
2016.0,0.72064
2017.0,0.71771
2018.0,0.71351
2019.0,0.71025
2020.0,0.70649
2021.0,0.70312
2022.0,0.69942
2023.0,0.69529
2024.0,0.69199
